rec_no,labno,labno2,prev_labno,fldnam,coll_date,fldnam_an,descript,aov_code,replicate,loc_count,grainsize,dataset,stype,soil_horiz,color,setting,smpgrsize,datum,photos,acchanwid,fldplnwid,waterdep,watcol,flowstage,flowrate,collector,strbed,relief,contamsou,contampot,contamdegr,veg,formation,anal_notes,joinname,latitude,longitude,quad24code,quad250cod,quad100cod,fips,huc_8,category,qd250name,typedesc,medium,source,source_mod,upsieve,dried,stypenote,prime_id,laslid,ornlid,srlid,lllid,site,xsite,replc,labcond,grabs,samphr,orgn_pct,study,sgeounit,alk,o_diss,scin,airtemp,wtrtemp,ph,cond,strflow,str_chan,weath,veg_dens,rock_type,rock_col,odor,icp40_job,al_icp40,ca_icp40,fe_icp40,k_icp40,mg_icp40,na_icp40,p_icp40,ti_icp40,ag_icp40,as_icp40,au_icp40,ba_icp40,be_icp40,bi_icp40,cd_icp40,ce_icp40,co_icp40,cr_icp40,cu_icp40,eu_icp40,ga_icp40,ho_icp40,la_icp40,li_icp40,mn_icp40,mo_icp40,nb_icp40,nd_icp40,ni_icp40,pb_icp40,sc_icp40,sn_icp40,sr_icp40,ta_icp40,th_icp40,u_icp40,v_icp40,y_icp40,yb_icp40,zn_icp40,cs_icp40,rb_icp40,sb_icp40,zr_icp40,as_job,as_aa,se_job,se_aa,hg_job,hg_aa,sb_job,sb_aa,te_job,te_aa,tl_job,tl_aa,w_job,w_vs,au_job,au_aa,pdpt_job,pd_aa,pt_aa,icp10_job,ag_icp10,as_icp10,au_icp10,bi_icp10,cd_icp10,cu_icp10,mo_icp10,pb_icp10,sb_icp10,zn_icp10,ga_icp10,hg_icp10,se_icp10,te_icp10,tl_icp10,icp16_job,al_icp16,ca_icp16,fe_icp16,k_icp16,mg_icp16,na_icp16,p_icp16,si_icp16,ti_icp16,ba_icp16,cr_icp16,mn_icp16,nb_icp16,sr_icp16,y_icp16,zr_icp16,inaajob_us,inaajob_be,na_inaa,sc_inaa,ti_inaa,cr_inaa,fe_inaa,co_inaa,ni_inaa,zn_inaa,as_inaa,br_inaa,rb_inaa,sr_inaa,zr_inaa,mo_inaa,sb_inaa,cs_inaa,ba_inaa,la_inaa,ce_inaa,nd_inaa,sm_inaa,eu_inaa,tb_inaa,yb_inaa,lu_inaa,hf_inaa,ta_inaa,w_inaa,au_inaa,th_inaa,u_inaa,dn_job,u_dn,th_dn,xrf_job,sio2_xrf,al2o3_xrf,fe2o3_xrf,mgo_xrf,cao_xrf,na2o_xrf,k2o_xrf,tio2_xrf,p2o5_xrf,mno_xrf,loi925c,c_s_job,c_tot,c_org,c_co3,s_tot,al_nure,ca_nure,fe_nure,k_nure,mg_nure,na_nure,ag_nure,as_nure,au_nure,b_nure,ba_nure,be_nure,bi_nure,br_nure,cd_nure,ce_nure,cl_nure,co_nure,cr_nure,cs_nure,cu_nure,dy_nure,eu_nure,f_nure,hf_nure,hg_nure,la_nure,li_nure,lu_nure,mn_nure,mo_nure,nb_nure,ni_nure,p_nure,pb_nure,pt_nure,rb_nure,sb_nure,sc_nure,se_nure,sm_nure,sn_nure,sr_nure,ta_nure,tb_nure,th_nure,ti_nure,v_nure,w_nure,y_nure,yb_nure,zn_nure,zr_nure,u_nure,nure_meth,zip3,congdist
RA000473,C-196357,,EKB526,56400,19810301,56400,"LIMESTONES SCHISTS VOLCANICS",,,1,,RASS-CA,40,,,,,NAD27,,4-8',,"<2""",,dry,sluggish,RT,sand-->cobbles,,none,"not app",,,"C,QAL",,,36.16018,-116.29769,37118SEF3,37118,37118SE,f06027,18090202,RASS,"Death Valley",STRM-SED-DRY,Sediment,Stream,Dry,180,<100oC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-03567,6.51,2.636,2.73,2.71,1.015,1.43,0.05,0.292,-2,15,-8,634,2,-50,-2,94,10,25,17,-2,17,-4,48,32,526,-2,14,43,15,18,9,-50,281,-40,10,-100,64,17,2,54,,,,,MRP-03567,17.9,MRP-03567,-0.2,MRP-03567,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923,0625C2
RA000474,C-196358,,EKB529,53397,19810306,53397,"CLASTS IN BED ARE OF GRANITE MONZONITE, BASALT, RHYOLITE (TUFF) SPARSE VEGETATION W/MINOR PHYLLITES, SCHISTS & GREENSTONES",,,1,,RASS-CA,40,,,,,NAD27,,>16',,"<2""",,dry,mod,HC,"fines-->boulders, organic",145',none,"not app",,,PVB-Pliocene,,,35.93185,-116.57482,36118NED1,36118,36118NE,f06027,18090203,RASS,Trona,STRM-SED-DRY,Sediment,Stream,Dry,180,<100oC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-03567,6.975,3.134,3.41,2.71,1.495,1.725,0.07,0.396,-2,-10,-8,728,2,-50,-2,80,13,24,22,-2,18,-4,42,30,745,-2,14,35,27,35,10,-50,418,-40,12,-100,84,16,2,76,,,,,MRP-03567,8.8,MRP-03567,-0.2,MRP-03567,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923,0625C2
RA000475,C-196359,,EKB540,55381,19800506,55381,,,,1,,RASS-CA,40,,,,,NAD27,,>16',,"<2""",,dry,"very rapid",SC,fines-->boulders,38',none,"not app",,,GRA,,,34.45679,-116.44415,35118SEE1,35118,35118SE,f06071,18100100,RASS,"San Bernardino",STRM-SED-DRY,Sediment,Stream,Dry,180,<100oC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-03567,7.98,4.09,5.98,1.97,1.905,2.375,0.135,0.693,-2,-10,-8,622,1,57,-2,112,21,36,34,3,22,-4,57,18,850,2,26,59,24,14,22,-50,415,-40,14,-100,169,38,4,72,,,,,MRP-03567,2,MRP-03567,-0.2,MRP-03567,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923,0641C2
RA000476,C-196360,,EKB543,46378,19800519,46378,"SMOG UNBELIEVABLE, WOULDN'T LIVE HERE FOR ANYTHING.  ON SAN ANDREAS FAULT",,,1,,RASS-CA,37,,,,,NAD27,,4-8',,"4-8""",,normal,mod,PS,fines-->boulders,1080',urban,poss,,,,,,34.2261,-117.38666,35118SWE3,35118,35118SW,f06071,18070203,RASS,"San Bernardino",STRM-SED-WET,Sediment,Stream,Wet,180,<100oC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-03567,6.85,2.972,12.2,2.08,1.745,1.79,0.17,0.842,-2,-10,-8,484,-1,-50,-2,179,23,55,41,3,29,-4,89,23,1100,4,53,103,22,16,23,-50,280,-40,39,-100,275,89,8,118,,,,,MRP-03567,1.8,MRP-03567,0.3,MRP-03567,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924,0641C2
RA000477,C-196361,,EKB547,67370D1,19800124,67370D1,"BRAIDED STREAM POSSIBLE PROSPECTIN IN AREA IMPROVED ROAD TO SITE",,,1,,RASS-CA,40,,,,,NAD27,,4-8',,"<2""",,dry,mod,YS,sand-->cobbles,33',none,"not app",,,"QAL,GR",,,33.48795,-115.11197,34116SWH1,34116,34116SW,f06065,18100100,RASS,"Salton Sea",STRM-SED-DRY,Sediment,Stream,Dry,180,<100oC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-03567,3.68,2.41,20.8,1.08,1.03,1.07,0.085,1.309,-2,-10,-8,346,-1,-50,-2,387,25,115,71,3,21,-4,212,13,2660,5,30,163,16,13,15,-50,168,-40,133,-100,245,55,6,127,,,,,MRP-03567,8.1,MRP-03567,-0.2,MRP-03567,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922,0645C2
RA000478,C-196362,,EKB551,61390,19800409,61390,"DESSICATED MUD FROM ATOP RECENT BASALT FLOWS",,,1,,RASS-CA,40,,,,,NAD27,,,,"<2""",,dry,,SC,"fines, pebbles-boulders",1',ranch,def,,,QRVB,,,35.30756,-115.73809,36116SWC2,36116,36116SW,f06071,18090208,RASS,Kingman,STRM-SED-DRY,Sediment,Stream,Dry,180,<100oC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-03567,8.185,3.124,3.46,2.64,1.57,1.975,0.135,0.446,-2,-10,-8,686,2,-50,-2,76,13,30,29,-2,22,-4,39,41,751,-2,20,36,24,17,11,-50,368,-40,14,-100,78,22,3,81,,,,,MRP-03567,5.4,MRP-03567,-0.2,MRP-03567,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923,0641C2
RA000479,C-196363,,EKB556,56376,19800507,56376,"TOSHUA TREE NATL MON.",,,1,,RASS-CA,40,,,,,NAD27,,8-16',,"<2""",,dry,mod,PS,fines-->cobbles,126',none,"not app",,,"QC,GR,PTG",,,34.06229,-116.2745,35118SEF4,35118,35118SE,f06071,18100100,RASS,"San Bernardino",STRM-SED-DRY,Sediment,Stream,Dry,180,<100oC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-03567,7.065,3.449,4.93,2.12,1.505,1.92,0.15,0.479,-2,19,-8,1050,2,-50,-2,62,17,37,57,-2,20,-4,35,26,1260,3,14,32,22,72,13,-50,309,-40,18,-100,136,21,2,255,,,,,MRP-03567,21.6,MRP-03567,0.5,MRP-03567,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922,0641C2
RA000480,C-196364,,EKB563,43382,19800504,43382,"POSSIBLE RECREATION CONTAMINATION",,,1,,RASS-CA,40,,,,,NAD27,,2-4',,"<2""",,dry,mod,SC,fines-->sand,6',other,poss,,,"GR,QS",,,34.593,-117.73439,35118NWC4,35118,35118NW,f06037,18090206,RASS,"San Bernardino",STRM-SED-DRY,Sediment,Stream,Dry,180,<100oC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-03567,8.535,2.956,4.2,2.07,1.525,2.35,0.11,0.484,-2,-10,-8,665,2,-50,-2,107,14,31,26,2,25,-4,54,20,758,-2,17,50,21,12,16,-50,405,-40,15,-100,112,34,3,74,,,,,MRP-03567,2.2,MRP-03567,-0.2,MRP-03567,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935,0625C2
RA000481,C-196365,,EKB565,42380,19800520,42380,"NEAR HGWY 2 SOME SNOW IN STREAM BED OUTCRIP IN STREAM BED",,,1,,RASS-CA,37,,,,,NAD27,,4-8',,"2-4""",,normal,"very rapid",PS,sand-->boulders,112',other,poss,,,"PTC,GRT",,,34.37162,-117.76527,35118SWB2,35118,35118SW,f06037,18090206,RASS,"San Bernardino",STRM-SED-WET,Sediment,Stream,Wet,180,<100oC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-03567,8.665,1.964,5,2.34,1.745,2.495,0.175,0.578,-2,-10,-8,997,1,-50,-2,111,20,27,52,3,27,-4,60,42,874,-2,22,49,26,22,14,-50,409,-40,6,-100,142,21,2,100,,,,,MRP-03567,4.3,MRP-03567,-0.2,MRP-03567,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,917,0626C2
RA000482,C-196366,,EKB566,47403,19810225,47403,"WHITE TO BUFF PRECIPITATE IS PROBABLY DERIVED FROM VOLCANIC CLAST CONG WITH WHITISH MATRIX WHICH CROPS OUT ALONG THE STREAM BED",,,1,,RASS-CA,40,,,,,NAD27,,8-16',,"<2""",,dry,"very rapid",JB,"sand, pebbles, boulders",164',none,"not app",,,"PVB,QC",,,36.47304,-117.23668,37118SWG1,37118,37118SW,f06027,18090203,RASS,"Death Valley",STRM-SED-DRY,Sediment,Stream,Dry,180,<100oC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-03567,7.475,4.893,4.49,2.15,2.44,2.015,0.095,0.545,-2,-10,-8,644,2,-50,-2,85,18,49,35,2,18,-4,43,32,885,2,21,40,39,20,16,-50,538,-40,17,-100,118,21,2,73,,,,,MRP-03567,11.1,MRP-03567,0.3,MRP-03567,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923,0625C2
RA000483,C-196367,,EKB571,56395,19810412,56395,"CLASTS IN STREAM ARE OF CALICHE COATED LIMESTONEPARTWAY UP DRAINAGE EXPOSURES IF PORPHYRITIC RHYOLITE TRACHYTE LIMESTONE LT GRAY-BROWN",,,1,,RASS-CA,40,,,,,NAD27,,>16',,"<2""",,dry,sluggish,HC,fines-->boulders,42',none,"not app",,,,,,35.74794,-116.31576,36118NEF3,36118,36118NE,f06071,18090203,RASS,Trona,STRM-SED-DRY,Sediment,Stream,Dry,180,<100oC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-03567,6.735,3.281,2.44,2.7,1.485,2.12,0.055,0.33,-2,-10,-8,693,2,-50,-2,73,8,9,16,-2,17,-4,37,23,497,-2,13,33,11,20,8,-50,403,-40,11,-100,62,18,2,48,,,,,MRP-03567,4.9,MRP-03567,-0.2,MRP-03567,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923,0625C2
RA000484,C-196368,,EKB572,42378,19800522,42378,"SAMPLE IN SAN GABRIEL FAULT",,,1,,RASS-CA,40,,,,,NAD27,,>16',,"<2""",,dry,mod,PS,fines-->boulders,16',none,"not app",,,"PEC,GRA,T",,,34.23569,-117.78764,35118SWB3,35118,35118SW,f06037,18070106,RASS,"San Bernardino",STRM-SED-DRY,Sediment,Stream,Dry,180,<100oC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-03567,7.61,3.764,10.1,1.75,1.8,2.09,0.145,0.765,-2,-10,-8,658,-1,-50,-2,184,21,62,38,3,29,-4,99,23,1130,3,37,93,35,83,29,-50,442,-40,13,-100,222,55,5,90,,,,,MRP-03567,5.5,MRP-03567,-0.2,MRP-03567,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,917,0626C2
RA000485,C-196369,,EKB579,38405,19810815,38405,"ADJUSTED SITE DUE TO ACCESS & REPRESENTATION",,,1,,RASS-CA,37,,,,,NAD27,,1-2',,"<2""",,low,"very rapid",BW,sand-->boulders,13',none,"not app",,,,,,36.60529,-118.30604,37120NEF4,37120,37120NE,f06107,18030001,RASS,Fresno,STRM-SED-WET,Sediment,Stream,Wet,180,<100oC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-03567,7.43,2.184,1.09,2.58,0.305,2.975,0.125,0.523,-2,34,-8,462,2,-50,-2,143,3,5,12,2,22,-4,73,25,320,19,27,63,-3,13,5,-50,444,-40,28,-100,43,23,2,35,,,,,MRP-03567,25.4,MRP-03567,0.7,MRP-03567,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,932,0621C2
RA000486,C-196370,,EKB588,74379,19800119,74379,"STREAM BED SERVS AS JEEP TRAIL BRAIDED STREAM",,,1,,RASS-CA,40,,,,,NAD27,,8-16',,"<2""",,dry,mod,SC,sand-->boulders,2',urban,poss,,,"PEC,TV",,,34.23615,-114.37642,35116SEE3,35116,35116SE,f06071,15030104,RASS,Needles,STRM-SED-DRY,Sediment,Stream,Dry,180,<100oC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-03567,6.52,3.549,5.54,2.98,1.16,1.27,0.15,0.506,-2,-10,-8,859,2,-50,-2,141,16,31,34,3,22,-4,68,30,970,3,13,68,21,16,14,-50,241,-40,20,-100,114,35,3,94,,,,,MRP-03567,7.6,MRP-03567,-0.2,MRP-03567,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923,0641C2
RA000487,C-196371,,EKB590,44378,19800521,44378,"SAMPLE IN CUCAMONGA FAULT ZONE",,,1,,RASS-CA,40,,,,,NAD27,,2-4',,"<2""",,dry,"very rapid",PS,fines-->boulders,245',none,"not app",,,"PTC,M,QC",,,34.17475,-117.5506,35118SWD3,35118,35118SW,f06071,18070203,RASS,"San Bernardino",STRM-SED-DRY,Sediment,Stream,Dry,180,<100oC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-03567,7.835,3.56,6.16,1.09,2.085,1.46,0.125,1.276,-2,-10,-8,597,-1,-50,-2,71,29,124,51,2,20,-4,37,18,1160,3,29,42,70,12,21,-50,348,-40,7,-100,172,25,3,152,,,,,MRP-03567,0.7,MRP-03567,1,MRP-03567,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923,0626C2
RA000488,C-196372,,EKB595,48378,19800515,48378,"SAMPLE ON A FAULT",,,1,,RASS-CA,37,,,,,NAD27,,4-8',,"4-8""",,normal,rapid,PS,,12',none,"not app",,,GRA,,,34.18571,-117.14115,35118SWG3,35118,35118SW,f06071,18070203,RASS,"San Bernardino",STRM-SED-WET,Sediment,Stream,Wet,180,<100oC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-03567,9.585,2.688,3.3,2.76,0.39,2.61,0.07,0.336,-2,-10,-8,625,3,-50,-2,143,5,8,11,-2,33,-4,70,28,732,-2,43,66,5,28,8,-50,511,-40,40,-100,75,39,5,58,,,,,MRP-03567,5.6,MRP-03567,-0.2,MRP-03567,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923,0641C2
RA000489,C-196373,,EKB600,71367,19800220,71367,"BRAIDED FINE LAYER OF SILT COATING EVERYTHING (FROM STORM ON 2-19-20) DETRITUS ALL VERY WELL ROUNDED CELL ENTIRELY ALLUVIUM THIS SIDE RIVER",,,1,,RASS-CA,40,,,,,NAD27,,4-8',,"<2""",,dry,rapid,SC,fines-->cobbles,1',other,poss,,,QAL,,,33.23811,-114.69031,34116SEC3,34116,34116SE,f06025,15030104,RASS,"Salton Sea",STRM-SED-DRY,Sediment,Stream,Dry,180,<100oC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-03567,5.725,3.89,3.3,1.92,0.99,1.45,0.07,0.495,-2,-10,-8,598,1,-50,-2,67,12,32,27,-2,14,-4,36,28,653,-2,18,32,18,15,10,-50,326,-40,17,-100,99,21,3,54,,,,,MRP-03567,6,MRP-03567,-0.2,MRP-03567,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922,0651C2
RA000491,C-196375,,EKB609,33408,0,33408,,,,1,,RASS-CA,500,,,,,NAD27,,,,,,,,,,,,,,,,,,36.91938,-118.82384,37120NEB1,37120,37120NE,f06019,18030010,RASS,Fresno,STRM-SED,Sediment,Stream,,,,"Poorly documented",,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-03567,8.45,2.94,3.49,1.72,0.775,2.61,0.07,0.787,-2,-10,-8,729,2,-50,-2,50,6,11,9,-2,-4,-4,26,29,1140,-2,22,32,5,15,15,-50,464,-40,18,-100,77,28,3,83,,,,,MRP-03567,3.5,MRP-03567,-0.2,MRP-03567,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936,0621C2
RA000492,C-196376,,EKB612,33397,19810701,33397,,,,1,,RASS-CA,40,,,,,NAD27,,1-2',,"<2""",,dry,mod,EE,"fines-->sand, cob, org",62',ranch,poss,,,GR,,,35.89314,-118.80268,36120NEB1,36120,36120NE,f06107,18030005,RASS,Bakersfield,STRM-SED-DRY,Sediment,Stream,Dry,180,<100oC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-03567,8.49,4.94,9.36,0.57,3.335,1.705,0.05,1.15,-2,-10,-8,221,-1,-50,-2,13,32,247,26,-2,-4,-4,10,10,1360,2,16,20,44,-4,30,-50,329,-40,9,-100,363,16,1,96,,,,,MRP-03567,1.1,MRP-03567,-0.2,MRP-03567,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,932,0621C2
RA000493,C-196377,,EKB626,34402,19810724,34402,"STREAM DRY",,,1,,RASS-CA,40,,,,,NAD27,,2-4',,"<2""",,dry,slow,EE,sand-->boulders,136',ranch,prob,,,GR,,,36.35466,-118.7747,37120SEB2,37120,37120SE,f06107,18030007,RASS,Fresno,STRM-SED-DRY,Sediment,Stream,Dry,180,<100oC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-03567,7.13,3.638,4.1,2.16,1.32,1.605,0.08,0.847,-2,11,-8,536,2,-50,-2,105,14,65,30,-2,-4,-4,52,42,797,2,31,46,32,19,14,-50,245,-40,16,-100,105,28,3,82,,,,,MRP-03567,13.8,MRP-03567,0.3,MRP-03567,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,932,0621C2
RA000494,C-196378,,EKB633,53387,19810329,53387,"STREAM IS IN ALLUVIUM W/GRANITIC & METAMORPHICS",,,1,,RASS-CA,40,,,,,NAD27,,>16',,"<2""",,dry,slow,JB,fines-->cobbles,76',none,"not app",,,"QAL,GR,M",,,35.05551,-116.62872,36118SEC4,36118,36118SE,f06071,18090208,RASS,Trona,STRM-SED-DRY,Sediment,Stream,Dry,180,<100oC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-03567,7.69,3.927,7.22,1.84,0.945,2.575,0.085,0.649,-2,65,-8,621,2,-50,-2,94,13,20,75,-2,24,-4,51,21,746,7,26,50,20,72,14,-50,487,-40,17,-100,165,26,3,127,,,,,MRP-03567,76.1,MRP-03567,0.5,MRP-03567,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923,0625C2
RA000495,C-196379,,EKB638,35395,19810630,35395,,,,1,,RASS-CA,37,,,,,NAD27,,1-2',,"<2""",,low,slow,EE,"fines-->pebbles, organic",88',none,"not app",,,GR,,,35.68725,-118.55638,36120NED3,36120,36120NE,f06029,18030001,RASS,Bakersfield,STRM-SED-WET,Sediment,Stream,Wet,180,<100oC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-03567,11.1,3.229,2.72,1.84,0.71,2.89,0.05,0.341,-2,-10,-8,451,2,-50,-2,42,6,10,8,-2,25,-4,17,37,653,-2,15,24,4,16,10,-50,406,-40,32,-100,59,18,2,59,,,,,MRP-03567,2.5,MRP-03567,0.3,MRP-03567,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,932,0622C2
